MVA;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,used,down_isr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.95644"
2,used,up_isr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0428"
0, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "0.945437+0.000448019*x+-2.37485e-07*x*x+3.48797/x" 
0, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(0.945437+0.000448019*x+-2.37485e-07*x*x+3.48797/x)*(1-(0.0595343+7.41042e-05*x+-5.9634e-08*x*x))" 
0, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.945437+0.000448019*x+-2.37485e-07*x*x+3.48797/x)*(1-(0.0353085+4.86752e-05*x+-5.61335e-08*x*x))" 
0, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.945437+0.000448019*x+-2.37485e-07*x*x+3.48797/x)*(1-(0.061777))" 
0, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(0.945437+0.000448019*x+-2.37485e-07*x*x+3.48797/x)*(1+(0.0595343+7.41042e-05*x+-5.9634e-08*x*x))" 
0, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.945437+0.000448019*x+-2.37485e-07*x*x+3.48797/x)*(1+(0.0353085+4.86752e-05*x+-5.61335e-08*x*x))" 
0, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.945437+0.000448019*x+-2.37485e-07*x*x+3.48797/x)*(1+(0.061777))" 
1, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.11046+-0.00042021*x+1.48012e-06*x*x+-8.44735e-10*x*x*x" 
1, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.11046+-0.00042021*x+1.48012e-06*x*x+-8.44735e-10*x*x*x)*(1-(0.091464+0.000255969*x+-1.04246e-07*x*x))" 
1, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.11046+-0.00042021*x+1.48012e-06*x*x+-8.44735e-10*x*x*x)*(1-(0.0499631+0.000116078*x+-1.01409e-07*x*x))" 
1, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.11046+-0.00042021*x+1.48012e-06*x*x+-8.44735e-10*x*x*x)*(1-(0.152381))" 
1, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.11046+-0.00042021*x+1.48012e-06*x*x+-8.44735e-10*x*x*x)*(1+(0.091464+0.000255969*x+-1.04246e-07*x*x))" 
1, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.11046+-0.00042021*x+1.48012e-06*x*x+-8.44735e-10*x*x*x)*(1+(0.0499631+0.000116078*x+-1.01409e-07*x*x))" 
1, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.11046+-0.00042021*x+1.48012e-06*x*x+-8.44735e-10*x*x*x)*(1+(0.152381))" 
2, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "0.985864+122.8/(x*x)+0.000416939*x" 
2, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(0.985864+122.8/(x*x)+0.000416939*x)*(1-(0.2682+-3.37466e-05*x+2.31829e-07*x*x))" 
2, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.985864+122.8/(x*x)+0.000416939*x)*(1-(0.150674+-7.8632e-05*x+4.06527e-08*x*x))" 
2, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.985864+122.8/(x*x)+0.000416939*x)*(1-(0.283616))" 
2, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(0.985864+122.8/(x*x)+0.000416939*x)*(1+(0.2682+-3.37466e-05*x+2.31829e-07*x*x))" 
2, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.985864+122.8/(x*x)+0.000416939*x)*(1+(0.150674+-7.8632e-05*x+4.06527e-08*x*x))" 
2, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.985864+122.8/(x*x)+0.000416939*x)*(1+(0.283616))" 
